,rank,team,rank_change,year,previous_cup_wins,won_this_year,Part,W,D,L,Gd,Pts
10539,35,Senegal,0,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10540,28,Ivory Coast,0,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10541,22,Tunisia,0,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10542,68,Rwanda,0,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10543,64,Burkina Faso,1,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10544,62,Togo,0,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10545,62,Gabon,-3,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10546,61,Congo,0,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10547,60,Egypt,0,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10548,57,DR Congo,1,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10549,52,South Africa,0,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10550,50,Zambia,4,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10551,49,Mali,-1,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10552,53,Mali,4,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10553,75,Togo,13,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10554,72,Rwanda,4,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10555,68,Burkina Faso,4,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10556,76,Uganda,-1,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
10557,60,Zambia,10,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10558,58,Gabon,-4,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10559,57,Egypt,-3,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10560,56,South Africa,4,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10561,102,Ethiopia,-7,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
10562,95,Benin,6,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
10563,93,Malawi,5,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
10564,90,Mozambique,-8,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
10565,88,Morocco,6,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
10566,86,Sierra Leone,1,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
10567,84,Angola,3,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10568,49,Congo,-12,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10569,20,Ivory Coast,-8,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10570,18,Algeria,0,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
10571,49,Equatorial Guinea,-69,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
10572,26,Tunisia,4,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10573,46,DR Congo,-11,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10574,45,Cameroon,3,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
10575,43,Guinea,4,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
10576,42,Nigeria,-1,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
10577,25,Ghana,-12,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
10578,36,Senegal,1,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10579,35,Cape Verde,-5,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
10580,105,Botswana,-1,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
10581,174,Comoros,1,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
10582,169,Gambia,1,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
10583,190,Mauritius,0,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
10584,107,Tanzania,3,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10585,124,Burundi,-4,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
10586,123,Mauritania,-15,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
10587,118,Niger,-1,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
10588,116,Kenya,-1,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
10589,115,Liberia,0,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10590,113,Libya,35,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
10591,112,Sudan,4,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10592,111,Namibia,0,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10593,119,Zimbabwe,12,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
10594,148,Madagascar,1,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10595,138,Guinea-Bissau,5,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10596,134,Guinea-Bissau,-4,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10597,147,Madagascar,-1,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10598,110,Sudan,-2,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10599,112,Libya,-1,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
10600,113,Namibia,2,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10601,114,Niger,-4,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
10602,115,Mauritania,-8,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
10603,117,Liberia,2,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10604,118,Kenya,2,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
10605,124,Zimbabwe,5,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
10606,126,Burundi,2,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
10607,106,Botswana,1,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
10608,190,Mauritius,0,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
10609,168,Gambia,-1,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
10610,177,Comoros,3,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
10611,36,Senegal,0,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10612,38,Cape Verde,3,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
10613,41,Nigeria,-1,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
10614,44,Guinea,1,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
10615,47,DR Congo,1,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10616,49,Cameroon,4,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
10617,50,Equatorial Guinea,1,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
10618,25,Tunisia,-1,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10619,24,Ghana,-1,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
10620,18,Algeria,0,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
10621,20,Ivory Coast,0,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10622,51,Mali,-2,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10623,52,Congo,3,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10624,54,Gabon,-4,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10625,84,Angola,0,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10626,86,Mozambique,-4,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
10627,87,Sierra Leone,1,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
10628,89,Morocco,1,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
10629,91,Malawi,-2,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
10630,92,Benin,-3,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
10631,100,Tanzania,-7,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10632,102,Ethiopia,0,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
10633,58,Egypt,1,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10634,60,Zambia,0,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10635,64,Rwanda,-8,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10636,55,South Africa,-1,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10637,68,Burkina Faso,0,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10638,74,Uganda,-2,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
10639,75,Togo,0,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10640,55,Gabon,1,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10641,74,Rwanda,10,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10642,72,Uganda,-2,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
10643,61,Equatorial Guinea,11,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
10644,60,South Africa,5,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10645,59,Zambia,-1,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10646,56,Mali,5,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10647,66,Burkina Faso,-2,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10648,80,Togo,5,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10649,54,DR Congo,7,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10650,181,Mauritius,-9,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
10651,101,Ethiopia,-1,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
10652,97,Malawi,6,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
10653,94,Benin,2,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
10654,91,Morocco,2,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
10655,89,Angola,5,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10656,88,Sierra Leone,1,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
10657,86,Mozambique,0,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
10658,51,Egypt,-7,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10659,23,Ivory Coast,3,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10660,21,Algeria,3,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
10661,26,Ghana,2,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
10662,49,Congo,-3,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10663,48,Cameroon,-1,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
10664,45,Nigeria,4,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
10665,41,Guinea,-3,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
10666,37,Cape Verde,-1,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
10667,36,Senegal,0,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10668,30,Tunisia,5,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10669,104,Botswana,-2,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
10670,186,Comoros,9,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
10671,156,Gambia,-12,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
10672,123,Zimbabwe,-1,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
10673,123,Burundi,-3,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
10674,120,Mauritania,5,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
10675,119,Niger,5,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
10676,113,Namibia,0,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10677,111,Libya,-1,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
10678,110,Sudan,0,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10679,107,Tanzania,7,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10680,117,Kenya,-1,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
10681,131,Guinea-Bissau,-3,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10682,131,Liberia,14,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10683,150,Madagascar,3,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10684,104,Botswana,0,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
10685,132,Guinea-Bissau,1,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10686,132,Liberia,1,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10687,150,Madagascar,0,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10688,129,Mauritania,9,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
10689,107,Tanzania,0,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10690,111,Sudan,1,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10691,112,Libya,1,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
10692,114,Namibia,1,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10693,119,Niger,0,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
10694,122,Burundi,-1,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
10695,123,Zimbabwe,0,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
10696,117,Kenya,0,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
10697,185,Mauritius,4,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
10698,185,Comoros,-1,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
10699,157,Gambia,1,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
10700,101,Ethiopia,0,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
10701,31,Tunisia,1,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10702,36,Senegal,0,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10703,26,Ghana,0,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
10704,37,Cape Verde,0,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
10705,41,Guinea,0,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
10706,45,Nigeria,0,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
10707,48,Cameroon,0,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
10708,49,Congo,0,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10709,23,Ivory Coast,0,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10710,20,Algeria,-1,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
10711,80,Togo,0,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10712,86,Mozambique,0,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
10713,88,Sierra Leone,0,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
10714,89,Angola,0,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10715,94,Benin,0,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
10716,97,Malawi,0,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
10717,90,Morocco,-1,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
10718,51,Egypt,0,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10719,54,DR Congo,0,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10720,55,Gabon,0,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10721,56,Mali,0,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10722,59,South Africa,-1,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10723,60,Zambia,1,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10724,61,Equatorial Guinea,0,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
10725,66,Burkina Faso,0,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10726,71,Uganda,-1,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
10727,73,Rwanda,-1,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10728,134,Burundi,12,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
10729,148,Liberia,16,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10730,149,Mauritania,20,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
10731,155,Guinea-Bissau,23,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10732,110,Benin,16,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
10733,111,Botswana,7,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
10734,113,Madagascar,-37,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10735,117,Niger,-2,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
10736,119,Zimbabwe,-4,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
10737,123,Kenya,6,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
10738,127,Tanzania,20,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10739,119,Libya,7,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
10740,160,Gambia,3,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
10741,190,Comoros,5,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
10742,176,Mauritius,-9,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
10743,108,Sudan,-3,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10744,105,Namibia,-9,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10745,34,Ghana,8,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
10746,36,Senegal,0,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10747,38,Cape Verde,1,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
10748,29,Tunisia,-2,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10749,43,Nigeria,-2,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
10750,45,Guinea,4,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
10751,47,Congo,-2,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10752,49,Cameroon,1,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
10753,50,Equatorial Guinea,-11,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
10754,21,Algeria,1,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
10755,24,Ivory Coast,1,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10756,52,Mali,-4,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10757,55,Egypt,4,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10758,83,Sierra Leone,-5,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
10759,88,Angola,-1,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10760,92,Morocco,2,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
10761,95,Malawi,-2,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
10762,99,Ethiopia,-2,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
10763,94,Rwanda,21,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10764,81,Mozambique,-5,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
10765,56,DR Congo,2,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10766,59,Gabon,4,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10767,66,Burkina Faso,0,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10768,68,Zambia,8,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10769,69,South Africa,10,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10770,71,Uganda,0,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
10771,77,Togo,-3,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10772,73,Uganda,2,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
10773,72,Burkina Faso,6,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10774,71,Zambia,3,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10775,70,South Africa,1,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10776,65,Gabon,6,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10777,63,Equatorial Guinea,13,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
10778,61,Mali,9,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10779,60,DR Congo,4,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10780,58,Guinea,13,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
10781,57,Nigeria,14,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
10782,55,Egypt,0,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10783,52,Cape Verde,14,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
10784,101,Ethiopia,2,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
10785,96,Niger,-21,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
10786,96,Libya,-23,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
10787,96,Benin,-14,2015,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
10788,95,Mozambique,14,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
10789,78,Rwanda,-16,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10790,92,Angola,4,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10791,90,Sudan,-18,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10792,84,Morocco,-8,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
10793,83,Togo,6,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10794,21,Ivory Coast,-3,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10795,19,Algeria,-2,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
10796,47,Congo,0,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10797,42,Cameroon,-7,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
10798,39,Senegal,3,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10799,25,Ghana,-9,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
10800,32,Tunisia,3,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10801,180,Mauritius,4,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
10802,161,Liberia,13,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10803,187,Comoros,-3,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
10804,128,Mauritania,-21,2015,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
10805,122,Madagascar,9,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10806,120,Botswana,9,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
10807,116,Kenya,-7,2015,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
10808,114,Namibia,9,2015,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
10809,112,Zimbabwe,-7,2015,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
10810,111,Sierra Leone,28,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
10811,108,Malawi,13,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
10812,131,Burundi,-3,2015,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
10813,143,Gambia,-17,2015,0,0,1.0,3.0,1.0,1.0,1.0,10.0
10814,133,Guinea-Bissau,-22,2015,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
10815,139,Tanzania,12,2015,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
10816,71,Burkina Faso,-1,2015,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
10817,73,Zambia,2,2015,1,0,17.0,26.0,20.0,21.0,12.0,98.0
10818,74,Uganda,1,2015,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
10819,72,South Africa,2,2015,1,0,10.0,16.0,13.0,14.0,3.0,61.0
10820,60,Guinea,2,2015,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
10821,64,Gabon,-1,2015,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
10822,63,Mali,2,2015,0,0,12.0,19.0,19.0,16.0,0.0,76.0
10823,62,Equatorial Guinea,-1,2015,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
10824,59,DR Congo,-1,2015,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
10825,53,Nigeria,-4,2015,3,0,19.0,53.0,22.0,22.0,46.0,181.0
10826,99,Ethiopia,-2,2015,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
10827,98,Malawi,-10,2015,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
10828,97,Mozambique,2,2015,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
10829,94,Libya,-2,2015,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
10830,91,Rwanda,13,2015,0,0,1.0,1.0,1.0,1.0,0.0,4.0
10831,89,Angola,-3,2015,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
10832,87,Sudan,-3,2015,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
10833,82,Morocco,-2,2015,1,0,18.0,27.0,24.0,19.0,19.0,105.0
10834,80,Togo,-3,2015,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
10835,52,Egypt,-3,2015,7,0,25.0,60.0,20.0,27.0,78.0,200.0
10836,104,Sierra Leone,-7,2015,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
10837,50,Cape Verde,-2,2015,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
10838,21,Ivory Coast,0,2015,2,1,24.0,44.0,30.0,25.0,42.0,162.0
10839,19,Algeria,0,2015,1,0,19.0,28.0,22.0,27.0,5.0,106.0
10840,102,Niger,6,2015,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
10841,43,Congo,-4,2015,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
10842,42,Cameroon,0,2015,4,0,20.0,45.0,30.0,16.0,55.0,165.0
10843,39,Senegal,0,2015,0,0,16.0,27.0,17.0,23.0,22.0,98.0
10844,34,Tunisia,2,2015,1,0,20.0,25.0,29.0,26.0,5.0,104.0
10845,27,Ghana,2,2015,4,0,23.0,54.0,21.0,27.0,46.0,183.0
10846,161,Liberia,0,2015,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
10847,186,Comoros,-1,2015,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
10848,181,Mauritius,1,2015,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
10849,122,Madagascar,0,2015,0,0,1.0,2.0,2.0,1.0,0.0,8.0
10850,121,Botswana,1,2015,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
